cleaned_comment,Label
"da basang kaya mga supog,",negative
sadi pa nag....ag maski slisay,negative
mega ayop kaya iton.,neutral
"ta ono ta si ....ag si padi,",neutral
kaabay sana sabaloy pati?,neutral
"namumula su mga lalawgon,",positive
linikaw su mga pinamamayasungan,neutral
sadto pigriripondiponan.,neutral
sa baloy ni manay,neutral
a kamaturan masakit maturakan,negative
nakatago an san ringring o sa sala,neutral
nagiinirib na baga na kamera,negative
ikog lambang iwag ka mga tauhan.,neutral
pero adi nganing orog na matawban,negative
akamaturan na ngowan san na kama,neutral
sapoy a butig kauloda hyena,negative
pinagtatawan kitang namamanwaan.,neutral
ta sabi ni manay a nababayad ta,neutral
amo anap ka kanatong mga mata,neutral
gustong marungog ka kanatong talinga,positive
kaya amo man itinatao niya.,positive
ta sadi parasirang tang republika,neutral
mas pang tinutubod a mga tsismosa,negative
kaya pagpigsisilngan mo baloy niya,neutral
nakaiba nay ka sa kanyang istorya.,neutral
"ta amga manok nagtutugpaan na huli gayod ta su mga apoon ta man mga parabaklay kaya diri kita natotoon, o natutuong sa sadiri tang lugar.",neutral
"maski su mga bagay o tawo na nagtao kanatong ngaran su alatco, si nora, saavedra sagkod si taduran galin kanato alagad raga man nira ginalinan.",neutral
galin kanato alagad raga man nira ginalinan.,negative
"ta ono uda ta sadita pirme kitang nagtatanaw mantang mas masinag a aldow sa sumagang, a tubig padagos a bulos, sa masoso ag butawan?",negative
"kusogboot na naninirbiyan sa mga among dayuhan, a mga kagigin o igin ta, por medyo raw sana sa dolyar o nganing pagmagbalikbayan agko ipaiinom sa mga binayaan, stateside na alak ag sigarilyo para sam ga istambay?",negative
"a mga raraga ta isinusugal, onra maski ana buway sa mga baga na inaabagat na pigseserbiyan.",negative
"a mga soltero ta linalabanan ana lula, katibaadan sa iwas kana kadagatan, nganing magkaagko man atop a baloy, makapagadal su kauriyan mabalukat su raga, mabayaran su malangabang listan sa utang sa kaabay na tindan ni nana istang.",negative
tinitios nira a agnow ka nieve,negative
na iba man sa agnow kin disyembre sadi,negative
"taadi sinusuksok san tulang ag laman,",negative
baga na ragom ka kamunduan,negative
ragang rinaranga,neutral
pisisilngan,neutral
o maski na ana ini kin sari ana angin nagtat,neutral
kinakaya nira di sairarom,positive
nangangaturuga para sa ma,neutral
vere nasisilag sadi kanatong kabukidan.,neutral
ta kulang raw kaya kita sa pagtubod sa kanatong sadi,negative
kaya binabayaan ta sa iba na magsabi,negative
"amo di maray para kaninyo, amo moasabot,",positive
"alagad di ta naririsa su kanirang mga kamot,",negative
sibot sa baol basa ka kaninyong bagot.,negative
"naggagalin raw kita ta dita mabayad sadi raga,",neutral
"napoon kangaran ta,amarambongna udma?",neutral
"pinanluyan na raw kita sa boot,",negative
sa mga nangako ag nagabot sa kamot,neutral
"dadaraon kita sa minamawot,",positive
paguswag na pigooroporop?,positive
"naglalayog a mga ngangabilon ta,",neutral
"alagad, mga panganoron kin taginit,",negative
na uda darang uran para sa guak na mga kaoman.,negative
"linulunad kita sa lawi ka mga kaogman,",positive
"inoyop ka angin ta malang gaan ,",neutral
kaya ngani nganod nakaugpa na tulos sa di uman,negative
"patiyanan. ,",neutral
pirme kitang nagbabaklay ag katubuan,negative
"parayo sa raga, baganaa distancia",negative
"rason nganing silngan taa iriga,",negative
"naagko pagultanan, sa bitnga ta",negative
"sagkod a kanyang kamutangan,",neutral
"na pirme sa nakaagi, na baga uda pakilabot",negative
baga na uda kita utang na boot,negative
sa gatas ka kanyang pagkaboot.,positive
pabayaan na sanang a kanakong rawitdawit,negative
"a maglayog paabot sa langit,",positive
"ta sira mga uda tulang ag laman,",negative
"bukong ading mga kaiginan,",positive
na mababarian o maruruguan.,negative
pabayaan naa kanakong mga awit,negative
amo itaon sa pakikipagtatsian,neutral
ka kanatong mga kabanwaan,neutral
para sa udmang magigisngan.,negative
"o, iniga, iriga",positive
ragang rinaranga,positive
sasangrangaw man ika,positive
sa sukol kana iba,neutral
"kanako, maskina",neutral
maiwas pay ka sa mga lugar na inabutan,neutral
o inabutan na kading mga lugar na inabutan,neutral
"o binayaan, o tinurugan ,",negative
sagkod pinangaturuganan sa pagbabaklay.,negative
"ta uda ibang raga, na tinitindogan",negative
"uda ibang raga, na tutumban,",negative
"kindi ika sana, nabobotan kong iriga.",positive
"ay, alagad, kaipuwan nay kang magmata",positive
ta ana mga manok nagtutugpaan na.,neutral
garat na angin,negative
inabol kading lawa,negative
na nakabitin,negative
ambon sa dawon,positive
pagulog sadto bobon,negative
nagalonalon,negative
guak na oma,negative
agmagramragnaurans,negative
su tupang ogma.,neutral
"tabako, bunga",positive
"isalak apog, buyo",negative
ngamin pupula.,positive
su pula palan,positive
kanatong namaanan,neutral
tudang pamaan.,neutral
pakiturol raw ka asin,positive
napipila na ading maapros,positive
uda na ko namamatian,negative
baka ako makaturog,positive
ag kumusa nang dagos.,negative
dawa gatingay sanang ibudbod,neutral
nganing diri ako malumay,neutral
ka kantang pinaparungog,neutral
para kita mananok.,positive
adi kayang alsom da na birtud,negative
dana apri a lemonsito,positive
dana kulog a latigo,negative
abo kong maging bato.,negative
dagos a pasakit sa banwaan,negative
ag ngamin na pagpapalingaw,negative
kaya dapat na magbilar,positive
pakiturol ka asin.,positive
kin ta unu uda relo a mga,negative
dispatsadora sa malls,neutral
"sadi, pupundo o papupundon a oras.",negative
"ilado sana sa sadi ngowan,",neutral
pirmeng kaliwangan sa kaaldawan,negative
sinisiguro kading rinibong,positive
"ana katuyuwan, nganing pumirme",negative
mauban kamo sading uda gabi.,negative
kin gumagalin man talagang nasukdanan sa pamamakal.,negative
"alagad, a oras agko sadiring pagpapaisi.",neutral
"sa mga dispatsadora, break na",positive
"pagabot ka temporaryong karelyebo nira,",neutral
"nganing uminom sa tubig,",positive
pampasulog ku kin dyes na biscuit.,positive
"dawa abo nirang magbreak,",neutral
"ginigibo na sana, para makaula basang ag maingaluan",positive
"a mga paang mala nang laman,",neutral
"para ka mga istambay,",neutral
oras nang bumalyo sa lugar,positive
"pag su sikyo, maraot na silong",neutral
ag sira pigbabalikbalikan,negative
"a sekreto kaya, nganing di ika sitahon,",neutral
dapat agkoy ka kapotkapot basang,positive
na french fries o kaya plastic bag naagko ngaran ka mall,neutral
paonang pataratara,positive
a maray na bareta usad na bagong salin ka bagong tipan sa rinconada. ,positive
a katoyowan kadi amo a maipaayag sa eksakto sagkud klaro a oosipun ka diyos para sa manga tawo sa ngowan na panawon.,positive
 madaling intindiyun a salin na adi taa oosipun na ginamit sadi amo a oosipun na ginagamit ka kadaklan sadi rinconada.,positive
 ibinase a salin na adi sa orihinal na lenggwayi ka bibliya na amo a hebreo sagkud griego tanganing masigoro na tama a pagsalin kadi.,positive
"sa pagsalin na adi, iningoa namung ipabayad a ngamin na manga bersikolo na mababayad sa bagong tipan galin sa manlain-lain na sinaonang manoskrito.",positive
" a iba sa manga bersikolo o osipun, nakapaluug sa manga braket na a buut sabiyun kadi, a manga bible scholars, agko manga kaongaan sa authenticity ka manga passages na adi.",positive
" alagad, alangalang sa mga nagbabasa, iiniba namu adi sa main text.",neutral
 a ubsgnt fifth edition a ginamit namung baseyan ka manga desisyon namu sa manga bagay na adi.,neutral
sa diyos a ngamin na kaomawan sagkud kapasalamatan!,positive
a katottoroan kontra sa pananambay ,positive
Narungug ninyong sinabi diri ika manambay.,negative
"alagad sinasabi ko kaninyo, a siisay man na somilung sa usad babaye na agko malisya",negative
nagkakasala na iya sa babaying adto sa pananambay sa kanyang poso.,negative
"Kin a toong mong mata amo a nagigin rason ka pagkakasala mo, ilwatun mo yan sagkud iapon!",positive
mas maray pang maalinan sa usad na parte ka awak kisa a bilog mong awak a iapon sa impyerno.,negative
"Kin a kamut mo a nagigin rason ka pagkakasala mo, potolon mo yan sagkud iapon! ",negative
mas maray pang maalinan sa usad na parte ka awak kisa a bilog mong awak a iapon sa impyerno.,negative
Pagkakasoway holi sa pananambay,negative
"Sinabi man, a siisay na makipagsoway sa agom niyang babayi, kaipowan niya ading tawan sa kasoratan sa pakikipagsoray.",positive
"alagad sinasabi ko kaninyo, kin sinowayan ka lalaki a agom niya na diri man nagpapasambay, iya a nagigin rason na magkakasala a agom niya sa pagpapasambay kin nagpaagom adi otro.",negative
"Sagkud a siisay man na nangagom sa babaying sinowayan, nagkakasala man sa pananambay.",negative
a katottoroan manungud sa panonompa,positive
"narungug man ninyong sinabi sa manga ginikanan ninyo, ",positive
"diri mo pagalinan sa importansiya a ipinanoga mo, kindi otobon mo a isinompa mo sa kagorangnan.",positive
" alagad, sinasabi ko kaninyo, nongka kamong manompa kin kamo nanonoga.",neutral
" diri kamo magsabi, testigo ko a langit, ta adi trono ka diyos, o kaya, testigo ko a raga, ta adi a tongtongan niya.",negative
" diri man ninyo pagsabiyun na, testigo ko a jerusalem, ta adi a syodad ka nangongorog na hadi.",negative
"sagkud diri mo man ipanompa a payo mo, ta ni a usad na bok ka payo mo diri mo kayang papotiun o paitumun.",negative
a katottoroan kontra sa pagbalus ,negative
"narungug ninyong sinabi, mata sa mata sagkud ngipun sa ngipun.",neutral
"alagad sinasabi ko kaninyo, diri kamo magbalus sa naggigibo kaninyo sa maraut.",negative
" kin sampalingun ika sa too mong pisngi, ipasampaling mo pa a sa wala. ",negative
"kin agko kanimo omakosar ta gosto niyang koon a bado mo, itao mo na pati a pangalikbuy mo. ",negative
"kin piritun ika ka usad na soldados na pas'anun a dara niya abot sa usad na kilometro, pas'anun mo yan abot sa darwang kilometro.",positive
tawan mo a nagaayat kanimo  sagkud diri mo pagsayoman a gostong manguram kanimo.,positive
pagkabuut sa kasogot .,positive
"narungug ninyong sinabi, ",neutral
mabutan mo a kapwa mo sagkud ikaungut mo a kasogot mo. ,positive
"alagad amo man adi a sabi ko, mabutan ninyo a manga kasogot ninyo sagkud ipangadyi ninyo a manga nagpapadipisil kaninyo, ",positive
tanganing magin kamong matood na manga igin ka kaninyong ama na nasa langit.,positive
" ta pinapasirang niya a alduw sa mararay pati man sa mararaut, sagkud nagpapaoran iya sa manga matanos sagkud sa mangabukung matanos.",positive
"kina manga nabubuut sana kaninyo. a nabubutan ninyo, ono pang premyo, a makokoko ninyo?",positive
bukung arug man kan so ginigibo ko manga parasingil sa bowis?,negative
 sagkud kin a manga ngod sana ninyo.,neutral
"a manga sinisisino ninyo, ono a mas orog na ginigibo ninyo kisa iba? ",negative
bukung arug man kan so mabutan ninyo a manga kasogot ninyo sa ibang manga manoskrito ,negative
mabutan ninyo a manga kasogot ninyo sagkud pagbendisyonan ninyo a manga nagpapadipisil kaninyo sagkud sa iba man na manga manoskrito,positive
mabutan ninyo a manga kasogot ninyo sagkud gibowan ninyo sa maray a manga nagpapadipisil kaninyo,positive
"sagkud ipangadyi ninyo a nagpapadipisil kaninyo sa ibang manga manoskrito, sagkud ipangadyi ninyo a naggigibo kaninyo sa maraut sagkud a nagpapadipisil kaninyo.",positive
kaya magpakatanos ginigibo ko manga b yong ama na nasa langit.,positive
"kamo, arug ka kanin a katottoroan manungud sa paglilimos",neutral
magmaan kamo na bukiing pagsaginsagin sana a paggibo ninyo sa karayan.,negative
" ta kin arug kan'a gigibowon ninyo, uda kamomakokokong premyo galin sa kaninyong ama na nasa langit.",negative
"kaya ngani, kin naglilimos ika, diri mo na ipamareta pa na arug ko ginigibo ko manga parasaginsagin sadto manga sinagogasagkud' sa manga kalsada, tanganing' omawun sira karmanhga tawo.",negative
"naresibi na niraso, premyo nira. ",neutral
"alagadkin naglilimos ika, diri mo na yan ipagpaisi dawa sadto pinakaamigo mo.",neutral
"gibowon mong ilumca paglilimos mo sagkud a kanimong ama na nakababayad ka karayan naginigibomo sa ijlum, amo a migtao kanimo sa premyo. ",positive
a katottoroanmanungud sa pangangadyi,neutral
"kin nangangadyi kamo, diri kamo mag-arug sa manga parasagin-sagin gostong tiirang magtindug sagkud mangadyi sa manga sinagoga sagkudsadto kanto ka kalsada tanganing sa manga sinagoga sagkudsadto kanto ka kalsada tanganing mabayad ka manga tawo sinasabiiko kaninyo a kamatoranan naresibi na nira so premyonira.",negative
"alagad kin mingnegadyi ika, lomuug ika sa kwarto sagkud isarado'mo a pwertan.",neutral
" saka ika mangadyi sa kanimong ama na diri nababayad, sagkud'a",neutral
kanimong ama na nakababayad ka ginigibomo sa ilum amo a,neutral
migtao kanimo sa premyo. ,positive
"sa pangangadyi ninyo, diri kamo maggamit sa dakul na oosipun na uda man kamutangan, arug ka manga ginigibo ka manga bukung judio.",negative
" paguna nira, lirunggun sira ka diyos holi sa maaba nirang pangadyi.",negative
 diri ninyo sira pagarugan.,neutral
ta isi naka kaninyong ama na nasa langit kin ono a kaipowan ninyo bago pa ninyo adi ayatun kanya.,positive
"arug kadi kin kamo mingngadyi, ama namung nasa langit, diyos a manga doot sa kadlagan, na boway ngowan sagkud udma iginagatong sa kalan, kamo pa raw?",positive
 malakasadit ka pagtobod ninyo kanya!,negative
"kaya diri kamo maporisaw kin ono ninyo kakaunun, iinomon o babadoon.",positive
ta a manga bagay na adi amo a inaanap ka manga bukung judio.,neutral
 isi ka kaninyong ama na nasa langit na kaipowan ninyo a ngamin na adi.,positive
"alagad orog sa ngamin, tawan ninyo sa importansiya a kahadian sagkud a pamomoway na oyon sa kabutan niya, sagkud itatao niya kaninyo a ngamin na bagay na adi.",positive
"kaya ngani, diri kamo maporisaw para ka somosonod na alduw ta a kinaudmaan agko sadiri nang kaporisawan.",neutral
 tama naa cena problema mo sa kada alduw.,neutral
a pagosgar s sa kapwa,positive
"dirk kamo magosgar, tanganing diri man kamo osgaran.",negative
ta oosgaran kamo ka diyos sigon sa pagosgar ninyo sa iba.,negative
sagkud ngata ta'nababayad mo a songot sa mata ka ngod mo alagad dirimonababayad atroso sa mata mo?,negative
"paono mo sasabiyin sa, ngod mong, alinun ko raw a songot sa mata mo mantang troso.",negative
a nasa mata mo?,neutral
parasaginsagin! alinunmo ngona. ,negative
"atroso samata mo, tanganing makabayad ika saigo oul maalin moa songot sa mata ka ngod mo",neutral
diri ninyo ipagtao sa manga ayam a sean na pamay ta tibaad kamo pa a bweltan sagkud kagatun kadi.,negative
sana a manga an kadi.,neutral
padagos na nagtottoro si jesus sa pagpapangadyi magayat kamo sagkud tatawan kamo maganap kamo sagkud makatotorak kamo magtoktok kamo sagkud pigboksan kamo.,positive
" ta a siisay man na nagaayat, sanang nagkokoyog ka kabutan ka kanakung ama na nasa langit.",positive
"pagabot ka alduw ka pagosgar, dakul a migsabi kanaku, kagorangnan, nangadalitabi kami sagkud nagpalayas sa manga demonyo, sagkud naggibo kami sa ngangalasan sa ngaran mo!",neutral
" sagkud sasabiyun ko kanda, buku ko kamong bistado.",negative
"romayo kamo kanaku, manga naggigibo sa maraut!",negative
darwang tawo na nagtogrok sa baluy kaya asiisay man na nagiirungug ka manga oosipun ko,neutral
"sagkud nagkokoyog kadi, arug'sa usad na madonong na tawo na nagtogrok sa baluy na a pondasyon bato.",positive
" innoran sa makusug, binnaha, sagkud sinalpok sa makusug na angin so baluy na adto, alagad diri narugma ta nakatogrok adi sa bato.",positive
"alagad a siisay manina nagiirungug ka manga oosipun ko na diri man nagkokoyog, arug ko patal na nagtogrok ko baluy niya sadto baybay.",negative
"innoran sa makusug, binnaha sagkud sinalpok sa makusug na angin so baluy na adto.",negative
 binnagsak adi sagkud interong narugma.,negative
"a kapangyariyan ni jesus pagkatapos na sabiyun ni jesus a manga bagay na adi, nangalas so manga tawo.",positive
" ko katottoroan niya, ta nagtottoro lya na agko kapangyariyan, bukung arug ko manga paratottoro ka layi.",positive
"pinaray ni jesus so usad na pudpurun ko romos'og na si jesus galin sadto bokid, kadakul ko manga tawong sinnonod, kanya, pangala agko usad na pudpurun so rinnapo kanya, tinniklod adi sadto atobangan niya sagkud sinnabi, kagorangnan, kin gogostowon mo tabi,",positive
mapaparay sagkud malilinigan mo ako.,positive
"linunat ni jesus so kamut niya sagkud sinabi, amo, gosto ko.",positive
magin malinig ika. ,positive
kadto tolos naray so pudpud niya. ,positive
"pangala sinabi ni jesus kanya, diri mo adi pagsabiyun sa kiisay man. ",neutral
"imbes, magiyan sagkud magpamangno ika sa padi. ",neutral
"pangala, magatang ika sigon ko ipinagbuut ni moises bilang pamatood sa manga tawo na maray sagkud malinig na ika.",positive
"so pagtobod ko kapitan ko pagluug ni jesus sadto capernaum, rinnapo kanya",positive
"so usad na kapitan sagkud innayat sa tabang, maestro, naparalisado.",positive
 so katabang ko. ,neutral
nakabatang tabi iya sadto baluy sagkud grabi a pagsakit.,negative
"sinabi ni jesus kanya, paiiyan ako sagkud pararayun",positive
"sinnimbag so kapitan, maestro, buku tabi akong angay na iyanan mo sa baluy ko.",positive
 sabiyun mo tabi sana sagkud maoomayan na so mamandan ko.,positive
isi ko tabi adi ta nasasakupan man ako sa usad na nakatataas na opisyal,neutral
sagkud agko man ako nasasakupan na manga soldados. ,neutral
"kin sabiyun ko sadto usad, omagi ika, omaagi man iya sagkud",neutral
"sadto usad man, mayang sadi, romarapo man iya. ",neutral
kin sinabi ko sa oripun ko gibowon mo adi! ginigibo talaga niya yan.,neutral
"nagngalas si jesus ko marungug adto sagkud sinabiyan niya so manga nagsosonod kanya, sinasabi ko kaninyo a kamatoranan diri pa ako nakabayad sa arug",positive
kadi kadakulung pagtobod sa bilogna israel. ,positive
sinasabi ko kaninyo a kamatoranan dakul a omaabot galin sa sirangan,positive
"sagkud sulnuran na makakaibang migkaun ni abraham, isaac sagkud ni jacob sa kahadian ka langit.",positive
"alagad a manga tawong kaipowan kintanang kaiba sa kahadian, jaapon sa kangitngitan migtangis sira sadto sagkud migragut a manga ngipun nira.",negative
"pangala, sinabi ni jesus sadto kapitan, omoli na ika mingyari a inaayat mo sigon ka pagtobod mo.",positive
 kaya naray so mamandan ko oras man sanang adto.,positive
dakul so pinaray ni jesus,positive
nagiyan si jesus sadto baluy ni pedro s nya so panogangan niya na nakabatang ta agkud nabayad,negative
kinaptan niya so kamut ko babayi pangal kinakalintora.,positive
"a nauda so ngamin na agko ilang, sinabi ni propeta isaias, inalin hiya so kanatung manga kaloyan, pinaray niya so kanatung manga kamatian.",positive
"a pagsonod ki jesus ko mabayadni jesus so kada kul na tawong nakapalibot kanya,minandanniya so manga.",neutral
disipolo na lomoyo sira sadto ranuw. ,neutral
rinnapo kanya sosusad naparatottoro ka layi sagkud.,neutral
" sinnabi, maestro, omiiba ako kanimo sari man ika magiyan.",positive
"alagad'sinnimbag si jesus, a manga amid agko baang sagkud a manga bayong agko salagan, alagad a igin ka tawo, uda sadiring baluy.  na, matorogan.",positive
" so0 usad man na disipolo niya sinnabi kanya, kagorangnan, togotan mo akong pomaolingona.",negative
"sagkud ilubung so kanakung ama alagad sinabiyan iya ni j esus, somonod ika kanaku sagkud pabayaan mong a manga guraan a maglubung ka sadiri nirang manga guraan. .",negative
pinapondo ni jesus so bagyo,positive
"linnonad si jesus sadto bangka, kaiba so manga disipolo niya.",neutral
"mantang nagsasakuy sira, biglang innabot so makusug na angin sagkud apus nang matawban sa daddakulung alun so bangka nira.",negative
 alagad natotorog kadto ni jesus. ,neutral
"kaya rinapo iya ko manga disipolo sagkud ginisung, ",negative
"malulunud na kita! 26 alagad sinabi niya kanda, ngata kamo ta",negative
"kagorangnan, iligtas mo kami!",negative
nakatatakot? ,negative
malakasadit ka'pagtobod ninyo! ,negative
pangala binnowat lya,neutral
"pinapondo so angin sagkud so alun, sagkud nagray so panawon.",positive
"nagngalas sira ngamin sagkud sinabi, onong klasing tawo adi?",positive
 ta maski a angin sagkud a alun nagkokoyog kanya!,positive
so pagparay ko darwang lalaking sinasaniban sa manga demonyo,positive
sinabat iya sa darwang lalaking sinasaniban sa,negative
manga demonyo na galin sadto kamposanto. ,negative
malangisug nira kaya uda ni usad nainnaagi sa aagyan na adto. ,negative
"biglang nagsabi sa makusug so darwang lalaki, ono a pakilabut mo kanamu, igin ka diyos? ",negative
inniyan ika sadi. ,negative
tanganing pasakitan kami dawa buku pang panawon?,negative
"sadto oroarayo, agko manga baktin na aadoncrongkal.",neutral
"nakimaerak kanya so manga demonyo, kin palolowasun mo kami, paluugun mo na sana kami sadto manga baktin na adto.",negative
"sinabi niya kanda, sigi, lomowas kamo! kaya linnowas sira sadto darwang lalaki sagkud linnuug sadto manga baktin.",positive
"biglang nagdalan so manga kababaktinansadto ampas, doroderetso sadto ranuw sagkud nagkalulumus.",negative
nagpandulag paiyan sadto banwaan so manga paraataman ko manga baktin.,negative
" pagabot nira sadto, ipinamareta nira so ngamin na nangyari pati so nangyari ko manga sinaniban sa manga demonyo.",neutral
"kaya, linnowas so bilog na banwaan tanganing sabatun si jesus.",neutral
" pagkabayad kanya, nakimaerak sira na gomalin na iya sadto logar nira.",negative
"pinaray ni jesus so sad na paralisado linnonad si jesus sadto bangka, nagsakuy iya",positive
paiyan sadto loyo ko ranuw sagkud nagderetso sadto sadiri niyang banwaan.,neutral
" pagabot sadto, dinara kanya ko nagkapirang tawo so usad na paralisadong nakabatang.",negative
" ko katottoroan niya, ta nagtottoro lya na agko kapangyariyan, bukung arug ko manga paratottoro ka layi.",positive
"paralisado, igin ko, kusgan mo a buut mo! pinapatawad na ika sa manga kasalan mo.",positive
"agko manga paratottoro ka layi so isadto sagkud sinabi nira sa sadiri nira, nagngangabil iya sa maraut tomang sa diyos.",negative
"alagad isi ni jesus kin ono so manga nasa isip nira, kaya sinabi ni jesus kanda, ngata ta nagiisip kamo sa arug kan?",negative
"ari a pasil na sabiyun, pinapatawad na ika ka manga kasalan mo, 0 sabiyun na, tomindug ika sagkud omagi?",positive
 pamamatoranan ko kaninyo na a igin ka tawo agko kapangyariyan sadi kinaban na magpatawad ka manga kasalan.,positive
" sagkud sinabiyan niya so paralisado, tomindug ika, darawun mo a batangan mo,sagkud pomaoli na ika.",positive
kaya tinnindug so lalaki sagkud napaoli.,positive
"ko mabayad adto ko manga tawo, nakatakot sira",negative
sagkud nagomaw sa diyos na amo a nagtaosa arug kading kapangyariyan sa manga tawo.,positive
so pagbaoy ki mateo,neutral
"ko pagalin na sadto si jesus, nabayadniya so usad na lalaki na a ngaran mateo. ",neutral
na nakaula sadto opisina ko singilan  sa bowis.,neutral
" sinabi ni jesus kanya, somonod ika kanaku.",neutral
tinnindug man si mateo sagkud sinnonod kanya.,positive
"mantang nagkakaun si jesus sadto baluy ni mateo, innabot so dakul na parasingil sa bowis sagkud so manga parakasala.",neutral
innula sira sagkud nagkaun na kaiba si jesus sagkud so manga disipolo niya.,positive
"ko mabayad adto komanga pariseo, inonga nira so manga disipolo niya, ngata ta nagkakaun a maestro ninyo na kaiba ka manga parasingil sa bowis sagkud ka manga parakasala?",negative
"narungug sira ni jesus, kaya sinabiyan niya sira, diri nangangaipo sa parabolong a tawong uda ilang, kindi a agko ilang.",positive
"omagi kamo sagkud intindiyun ninyo a buut sabiyun kadi, pagkaerak a kaipowan ko sagkud bukung atang.",positive
" ta nagiyan ako sadi tanganing baoyon a manga parakasala, bukung a manga matanos.",positive
inonga si jesus manungud ka pagaayono,neutral
pangala inniyan'ki jesus.so manga disipolo ni juan na,neutral
"manga pariseo pirming nagaayono, alagad a manga disipolo parabunyag sagkud nagonga, ngata tabi ta kami sagkud a mo diri nagaayono?",neutral
"sinnimbag si jesus, kaipowan raw na magmundu a manga bisita sa kinasalan mantang kaiba pa niraa nobyo?",neutral
 alagad omaabot a panawon na a nobyo diri na nira makakaiba sakaman'sira migayono.,negative
"uda nagtatagab'boisa bagong tela sa usad na lomang bado ta aitinagab'bo amo man sanaa gomagasi ko lomang bado, kaya orog pang lomalakbang a gasi.",negative
uda man nagpapalis ka bagong alak sa lomang bubutangan na anit.,neutral
" takin.arug kan a gigibowon, pomopotok a anit, maoola a alak sagkud mararaut a bubutangan.",negative
"imbes, ipinapalisa bagongalak sabagong bubutangan na anit sa arug kan, pareyo ading miguban.",positive
"binoway otro so igin, ko namomoon sagkud pinaray so usad na babayi",positive
"mantang nagoosip si jesus kadi, innabot so usad na namomoon sadto sinagoga ka manga judiotinniklodadi sadto",positive
"atobangan niya sagkud'sinnabi, kaguguraan pa sana tabi ko igin kong babayi, alagad kin omiba ika kanaku sagkud rutaan mo iya ka kamut mo, maboboway iya otro. ",positive
"tinnindug si jesus sagkud inniba kanya, pati man so manga disipolo niya.",positive
"20 mantang nagaagi sira, sinnonod'kanya so usad na babayi na doseng taon nang pigpapararogo.",neutral
 sagkud rinnapo sadto talikoran niya pangala rinutaan so gayad ko bado niya.,positive
"sinabi niya sa sadiri niya, kin marutaan ko sana a bado niya, mararay na ako.",positive
"linnilili si jesus sagkud pagkabayad kanya sinnabi, ",neutral
"igin ko, kusgan mo a buut mo! pinaray ika ka pagtobod mo.",positive
kadto tolos naray so babayi.,positive
"ko omabot na si jesus sadto baluy ko namomoon, nabayad niya so manga paratogtog sa plawta sagkud so pinaniniwalaan na isinorat ni mateo a librong adi, onang ona para sa manga judio tanganing makatobod sira na si jesu cristo a kaotoban ka mauban na nirang inuulat na pagliligtas ka diyos sa banwaan na pinili niya.",negative
manga luug listan ko manga ginikanan sagkud pagkapangigin ni jesus,neutral
so pagserbi ni juan na parabunyag ,neutral
so pagbunyag sagkud pagporbar ki jesus ,neutral
so pagserbi ni jesus sadto galilea ,neutral
galin sa galilea anggan sa jerusalem ,neutral
so oring simana bago magraan si jesus ,negative
so pagkaboway otro sagkud manga nagpapavayad ka,positive
kagorangnan na si jesus ,negative
so manga ginikanan ni jesus,neutral
"lamis adi a jistan ie ginikanan ni jesu cristo, na erensiya ni davidsagkud ni abraham.",neutral
"siabraham aama ni isaac, si isaac'a'ama ni jacob,  si jacoba ama nijuda lapa ko'manga ngod niya nagin igin man ni juda ki tamar si i farez fata si zera, si farez a.ama ni esrom, sagkud si esrom.a ama. ni aram si aram a. ama ni. aminadab, si aminadab a.ama.ni naason, sagkud si naason a,ama ni salmon.",neutral
"nagin igin ni salmon ki rahab si boaz, sagkud nagin igin man ni boazki ruth si obed, si obed a ama ni jesse, na amo man a ama ni hading david.",neutral
"si david'a nagin ama ni solomon, sadto dating agom ni urias si solomon a ama ni roboam, si roboam a ama ni abias, si abias a ama ni asa
  si asa a ama ni josafat,  si asa a ama ni josafat, manga tawo na malangriribok.",negative
"sinabiyan niya sira, lomowas ngona kamo.",neutral
" bukung guraan a igin, kindi natotorog sana! pinagtaw'an iya nira.",negative
" ko mapalowas na so manga tawo, linnuug si jesus sadto kwarto, kinaptan niya so kamut ko igin sagkud binnangon na adi.",positive
linnuyap a baretang adi sa bilog na rehiyon.,neutral
"nakabayad so darwang bota pagkagalin ni jesus sadto, sinondan iya ko darwang bota na makusug na sinabi, igin ni david, kaeraki man tabi kami!",positive
"ko makaluug na iya sadto baluy, rinnapo kanya so darwang bota sagkud inonga sira ni jesus, naniniwala kamo na mapaparay ko.  kamo?",positive
"amo tabi, kagorangnan, simbag nira.",positive
" pangala rinutaan ni jesus so.manga mata nira sagkud sinnabi,",positive
 mangyari logod an kaninyo oyon sa. pagtobod ninyo.,positive
"pangala nakabayad sira pinataniran sira saigo ni jesus,",positive
 diri ninyo adi pagsabiyun dawa kiisay.,neutral
" alagad ko makagalin na sira, ipinamareta nira so ginibo ni jesus kanda sadto bilog na rehiyon.",positive
pinaray. ni jesus so negolang sinasaniban sa demonyo,positive
32ko pagalin na sira dinara ki jesus. so usad na ngola na,neutral
sinasaniban sa demonyo. 33. pinalayas ni jesus so demonyo,positive
"kaya nakangabil na so. ngola. nangalas so manga tawo sagkud sinnabi,",positive
 uda pa basang kita hapayae na arug kadi sa bilog na israel!,positive
" alagad sinnabi so manga pariseo, ",neutral
nakapagpapalayas iya sa manga demonyo sa paagi ka kapangyariyan ka namomoon ka manga demonyo.,negative
naerak si jesus sadto manga tawo,positive
