Sentiment,Label
parada dadarawun namu banderitas diri makaati eskwelan,neutral
tama carol,positive
puwede gad tawan banderitas,neutral
lugod magdara parada,neutral
siyempre puwede,positive
magloog klasrum,neutral
dara,neutral
sumunod kaungaan ipigselebrar eskwelan,neutral
maisasagibo,neutral
naisip jose pagdara banderitas parada,neutral
naisip carol,neutral
sinabi carol diri uyon isinabi jose,neutral
sinabi jose uyon isinabi carol,neutral
diri uyon jose sasabihon,neutral
sumunod ekspresyon tamang tandos pagbasa ekspresyon,neutral
diri uuyon amu tama,neutral
pasensya diri uuyun,neutral
tama,neutral
kaamo buko eksakto sinabi,neutral
buko,neutral
masasabi ekspresyon kolum ekspresyon kolum b,neutral
aring kolum uuyon diri uuyon,neutral
u uyon,neutral
diri uuyon,neutral
paboritong bisitawon turista bulkan mayon albay,neutral
magbarkada ayam upos,neutral
pagbibisekleta mas,neutral
pagselebrar bagong taon mas magayon paputok fire crackers,neutral
mas mansanas bayabas,neutral
magisip tamang ekspresyon uyon diri uyon,neutral
tamang,neutral
nakakaribok drum lyre corps nagpaparada,neutral
mas magagayon paninda mall saudan,neutral
maogma pasko baryo,positive
mas magayon magngayamon sungka mobile legends,positive
mabubuot eskuwela grade,positive
ekspresyon kolum,neutral
nagpapamangno uyon mantang ekspresyun,neutral
kulum b diri naguuyun east,neutral
diri uyon,neutral
diri uyon,negative
tumpak,positive
naggagamit magagalang saritaun p ekspresyon nagtatao reaksiyon,neutral
tama diri uuyun,neutral
kaipuwan marespeto magalang pagsasayuma,neutral
kwarter sunudun,neutral
baitang kwarter sunudun,neutral
tagagabay kapakipakinabang,neutral
siguruwun makapagtau oryentasyon miyembro gagamitun ingatan,neutral
ipaisi kaipuwan magkaagku answer pagsasanay post test,neutral
iparumrum ibalik tulus maestro maestro kaukulang tunguhin,neutral
kaipuwan sunudun,neutral
ayat tabang kinakaipuwan,neutral
kayangkaya,neutral
sigurado makatutuud mamumuya,positive
ingatan,positive
diri pagsuratan likayan magasi marapak,positive
gumamit answer aktibiti,neutral
sige,positive
maray alduw,positive
maray maray kanimung kamutangan,positive
matuturan pagsunod,positive
naggibu piginawan mas maintindiyan leksiyon,positive
pigpraktisan mas ikang tumibay gibu paggamit,positive
inaasahan magigibu sumusunod kasanayan,positive
magkaagku sapat tamang pagkakaintindi pagsunod narungug,positive
makagigibu sundun tawung kausip,positive
saritaun sasabiyun pinapagibu minamandang,positive
nakatatabang maray madali usay paggibu itinaung,positive
saritaun arug tuu wala,positive
nagtatau puwede darwa tulong,positive
halimbawa ibutang satuung kamut ruruggan kinakanta lupang hinirang,positive
migirungug kanta ginang tuyay magirungug kanta,positive
irunggun kumuko muna malinig,positive
bandang wala kaninyung,positive
petsa tuung,positive
maisiyan nakasunod sinabi,positive
irunggun maray kantang patugtugun,positive
magtawa,positive
itaptap kamut ituldu tiil ipadyak tuu ipadyak wala,positive
magbirik magbirik umanap,positive
ninyong marungug kanta naguunu kanta,neutral
gawain pagkatuto ipinagibu ginang tuyay ari narungug pinagibu kaninyo nasunud diri nasunud pinagibu,neutral
kumuko malinig,positive
malinig,positive
petsa tuung,neutral
makatatabang paginnawa markahan lebel pagkaintindi minasunod lubos naintindiyan naintindiyan nalibungan purbaran,neutral
itatau kaninyo,positive
carlo magiyan pirtan,positive
magsabi hello,positive
tumindug,positive
magbabay lumukso,positive
kumuko lapis,positive
idruwing bola,positive
pagsasanay bayadun correction,positive
nasimbagan tama pagsasanay,positive
pwede pagsasanay aytem sala adalan utru magpadagus,positive
pagusipan pagsasanay,positive
kunu,neutral
taunu kaipuwan sunudun itinataung,neutral
utruwun itinaung titser cora,positive
babasawun,positive
magirungug maray,positive
tsek nagtatau ekis diri,neutral
magtap tap tulu pumadyak tulo magsabi yehey,positive
taptapun abaga tulung beses,neutral
ibutang kamut payu,neutral
magbilang sampulo,neutral
kamut,neutral
nagiinawa iskwilan,positive
magtap tap beses,neutral
itutturo tiil magbirik,neutral
sunudun pinagigibu,positive
magdrowing dakulung bilog sadit bilog dakulong bilog,positive
gumibu,neutral
magdrowing bola,neutral
bola butangan tsek munyika,neutral
pira narungug itinau magtaptap ipikit magbasa magsurat magbayli kumanta magtap tap tulo,neutral
maturug maginawa mangadyi ama,positive
ginibo pagiinsayo pagsunod direksyon importante maray,neutral
pagsunod importante kinakaipuwan maturan marahay,neutral
kaipuwan maturan mapadali kanatung trabawu gibu,neutral
taunu kaipuwan sunudun uragon,negative
maiwasan diri masala maka pirwisyo makaaksidente,neutral
nagibu nasunud itinau,neutral
puwede sumusunod pagiinsayo,neutral
importanteng naisiyan,neutral
makatatabang paginawa,positive
tawan marka gibu,neutral
idruwing bituun itatau,neutral
nasunod,neutral
nagibu tamang proseso pagkasunudsunod,neutral
tama pagkakagibu,neutral
pagiinsayo maray,neutral
magdruwing tulung tamang pagkakasunudsunod,neutral
dakulung bola taas,positive
bitnga,positive
kuluran pula bola lila,positive
parting nasusukul naturan,neutral
makatakot kayang ding uri pagsubok kaipuwan simbagun,positive
magdruwing paborito,positive
idruwing malinig kuluran,positive
gayun leksiyon,positive
dakul naturan namuya pagiinsayo,positive
nadipisilan,positive
rugang,neutral
magtabang,positive
madali matapos aralin,positive
itsek correction,neutral
bituun mareresibe,positive
baydun,neutral
nagibu diri nagibu diri nagibu diri nagibo gibu pinagigibu,neutral
magtau limang halimbawa,neutral
pagiinsayo,positive
namumuya maray,positive
salamat kadakol,positive
mabalos pangunang pagsubok,positive
kumuko malinig,neutral
petsa,neutral
panapos gabay guro curriculum guide mother tongue,neutral
petsa matuturan leksiyon paggibo complex pangungsap,neutral
complex sugnay nakapagiisa sugnay dinakapagiisa,neutral
sugnay nakapagiisa kompletong simuno panaguri,neutral
nagsilong subago basketbol,neutral
nagsilong simuno subago basketbol panaguri,neutral
nagluto puto,positive
sugnay dinakapagiisa uda simuno panaguri,positive
parirala,neutral
nagiging complex sugnay nakapagiisa sugnay nakapagiisa pinagtutugbong kawasa mantang,neutral
nagsilong subago basketbol naguran,neutral
nagluto puto mantang naglalaba,neutral
narigus salog kuya maski nagati,negative
kopyawon kumplituwon complex maski mantang,neutral
nagiyan cebu kadakol magagayon,positive
nageskwela manuel maapros,negative
iniimbitaran abo magiyan,negative
nagulat luwas pirtan gabi,neutral
library naglilinig,positive
mantang sugnay nakapagiisa sugnay dinakapagiisa,neutral
sugnay kompletong,neutral
simuno panaguri,neutral
sugnay uda simuno panaguri,neutral
parirala,neutral
kawasa mantamg maski makagibo complex,neutral
complex,neutral
petsa binubuo batay pagkakasunodsunod,neutral
pwede maidrowing,neutral
usay,neutral
intindiyon detalye,neutral
isiyon pagkakasunodsunod,neutral
ipabasa,neutral
gabayan nagbabasa,neutral
ipinapagibo,neutral
muyang nina,neutral
dakul pagkaun lamesa,neutral
dakul regalo irarum christmas tree,neutral
nay buksan regalo mina,neutral
nganud migsimba nguna,neutral
idrowing nagustuwan,neutral
itsek output rubrics,neutral
malinaw naipapaayag drowing detalye istoryang binasa pts,neutral
naipaaayag drawing detalye istoryang binasa bukung malinaw detalye,positive
diri naipaayag drawing detalye,negative
naturan nadipisillan tabang kaipuwan makatuud,neutral
idruwing,neutral
naturan adverb of manner,neutral
paginawan parirala basket plato irarum lamesa bitnga ulaan ibabuw aparadur,neutral
pariralang binasa binabauy prepositional phrase buut grupo kaibang preposition,neutral
preposition grupo unaan pangngalan pansalidang pangngalan parirala maipabayad oras,neutral
halimbawa,neutral
bitnga sagpad luwas luwas basuran irarum irarum ulaan nena,neutral
kupyawun ginamit prepositional phrase,neutral
ibutang lapis ibabuw,neutral
nagtindug gilid pirtan mark,neutral
bag bitnga,neutral
itago ballpen bag,neutral
magula atubangan blackboard,neutral
preposition pigkakabit pangngalan pansalidang pangngalan parirala,neutral
nagtatau lokasyon oras,positive
naglukso upus ibabuw lamesa,neutral
grupo kaibang preposition binabauy prepositional phrase,neutral
halimbawa ibabuw lamesa,neutral
kupyawun,neutral
prepositional phrase,neutral
halimbawa natagak nancy ibabuw lamesa pitaka,neutral
nagpanik upus taas kawuy,neutral
dakul dulsi ibinutang garapun,neutral
ikinawit manoy kupya gilid lamesa,neutral
nagpundu ryan atubangan flagpole magtaung respeto bandira itinataas,neutral
nagtagu upus talikuran aparadur,neutral
tamang preposition makumpleto,neutral
ibabad puting labahan,positive
sinabiyan tercela tambakun igagatung,neutral
sinaray lilet,neutral
maririgus bimbim barkada,neutral
purbaran kupyawun ginamit prepositional phrase,neutral
ibabuw,neutral
gilid pirtan,neutral
bitnga,neutral
bag,neutral
atubangan blackboard,neutral
nagpanik upus taas kawuy,neutral
dakul dulsi ibinutang garapun,positive
ikinawit manoy kupya gilid lamesa,neutral
nagpundu ryan atubangan flagpole magtaung respeto bandira itinataas,positive
upus talikuran aparadur,neutral
pigadalan makakasurat elemento,neutral
naturan simbagun,neutral
makakakuku mahahalagang,neutral
puweding makabasa napapanahong,neutral
kaipuwan maisiyan nangyayari kapalibutan,neutral
nagpapabayad pinangyarihan tauhan kaipuwan isaisip tamang pagkakasurat arug paggamit dakulong kapinunan paggamit tamang bantas,neutral
setting pinangyarihan,neutral
character tauhan tagaganap naggigibo,neutral
plot pinakatampok mababayad problema solusyunan problema,neutral
graphic organizer anapun inaayat elemento,neutral
magbarkadang lorie rowena nakaistar barangay sto domingo ataman bayung,neutral
nakabiliw nakabayad sawa,neutral
tinabangan ramon marakup bayung,positive
kanyakanyang tauhan pinangyarihan nagpapabayad problema solusyon,neutral
nasisimbag ungang pinakatampok,neutral
kaipuwan isaisip tamang pagkakasurat arug paggam it dakulong paggamit tamang bantas,neutral
magsurat ginigibu bakasyon,neutral
nagiiyan bakasyon,neutral
kaiba,neutral
problemang bakasyon,neutral
solusyunan krayterya,neutral
naisurat tulung elemento tamang puntos bantas elemento ginamit,neutral
sala puntos bantas ginamit elemento sala sui puntos bang bantas ginamit,neutral
naturan,neutral
makakakuku pagbasa pagirungung pagsisilung diyaryo magazine peryudiku,neutral
makalikay unuman kapahamakan alertu responsableng,positive
pinakatampok problemanakabiliw ataman bayung nakabayad sawa,neutral
tinabangan ramon rakupon bayong,positive
gagamiton bibisaranon,neutral
regalo ninang jenny,positive
sasabiyun pagsasadiri unong bibisaranon gagamiton,neutral
pansalidang bibisaranon pansadiri possessive pronouns pagsabi pagsasadiri nagbibisara,neutral
pagsabi pagsasadiri kausip,neutral
pagsabi pagsasadiri pinaguusipan,neutral
kanamo pagsabi pagsasadiri nagbibisara kaiba,neutral
kaninyo pagsabi pagsasadiri darwa mas dakul kausip,neutral
intindiyon,neutral
nauudang possessive pronouns blangko,neutral
pumili panaklong,neutral
bagong sapatos,positive
nagbakal ulunan,positive
sinda kotse,positive
tatawan bado,positive
balon upat tinanok batag,positive
banga james,positive
sunudon nakalistang direksyon,neutral
paganadan balyong,neutral
isipon,positive
luog speech bubble,neutral
maggamit possessive pronoun,neutral
gamiton giya rubric luyong,neutral
tama ginamit possessive pronoun tama spelling,neutral
tama paggamit sadit dakulong naggamit tamang bantas,neutral
matanos malinig pagkasurat,positive
naturan,neutral
matuturan paggamit pandiwa nagiistorya signal words ikarwa,neutral
naturan kumpletuhun,neutral
tamang pandiwa,neutral
domingo,neutral
masitas subago tanya,neutral
lita sampalok,neutral
sapatos steven sapun,neutral
paginawan pagiistorya pagtatao naggagamit signal words ikarwa sunod uri,neutral
nakakatabang mas organisado pagiistorya pagtataong,positive
halimbawa migtau magtimpla lemonada,positive
kumuku basung,neutral
ikarwa kumuku tulung lemunsito bangaun pugaun luog baso,neutral
sunod butangan asukar luwagun luwayluway,neutral
uri butangan gatikut yelo puwedi inumun,neutral
pagsunodsunudon makagibu,neutral
silngan signal words,neutral
sunod pagdrowing,neutral
kumuku malinig lapis pangkolor,neutral
uri kuluran magayun drowing,neutral
ikarwa umisip tema idudrowing,neutral
gumamit tamang pandiwa signal words migistorya migtau,neutral
halimbawa signal words puweding gamitun,neutral
magsurat naguugas ginamit pinagkanan,neutral
silngan giyang makagibu,neutral
gamitan signal words,neutral
paguugas kinanan giginuwun,positive
panguri krayterya puntos malinaw nakagamit pandiwa puntos signal words,neutral
nakagamit pandiwa diri nagbutang signal words,neutral
naturan,positive
kumuku malinig lapis pangkolor,neutral
ikarwa umisip tema idudrowing,neutral
sunod pagdrowing,neutral
uri kuluran magayun drowing,neutral
tagagabay kapakipakinabang,neutral
siguruwun makapagtau oryentasyon miyembro gagamitun ingatan,neutral
ipaisi kaipuwan magkaagku answer pagsasanay post test,neutral
iparumrum ibalik tulus maestro maestro kaukulang tunguhin,neutral
kaipuwan sunudun,neutral
magayat tabang kinakaipuwan,positive
kayangkaya,positive
sigurado makatutuud mamumuya,positive
ingatan,positive
diri pagsuratan likayan magasi marapak,neutral
gumamit answer aktibiti,neutral
sige,neutral
maray alduw kaninyo,positive
maray kamong magtau nababayad kapalibutan,neutral
kayang mapagpadis basi mababasa,neutral
ready match words with pictures and objects,neutral
pikidilyo isura binutangan rekado burus,neutral
pansit bato produkto gibu banwaan bato,neutral
mauurut tawung sige trabawu,positive
maali pagkaun sili,neutral
nakasurat plaskard,neutral
silngan,neutral
pagpadisun,neutral
ikonek,neutral
nipa nigu abokado itlog congratulations,neutral
pre test,positive
isiyun tamang correction,neutral
saring lebel kaiba tamang tamang tamang,neutral
uda tamang,negative
gawain pagkatuto,neutral
pili kanamong banwaan batong kinamumuyawan mauurut mababayad,neutral
dagus pikidilyo pirmi,neutral
maali kakaunun sigi sigi,neutral
puwera pikidilyo pansit batong bistadu,neutral
nanamitan patatakad utro,positive
silngan,neutral
idruwing ari tilapia,neutral
ari pansit,neutral
mauurut,neutral
iskwilan lapis,neutral
pagsasanay bayadun correction,neutral
nasimbagan tama pagsasanay,neutral
pwede pagsasanay aytem sala adalan utro magpadagus pagsasanay,neutral
silngan parti,neutral
tamang bag ba nig abaniko nuyug abab natuk kanun ibus isura gurang payu ikug tiil,neutral
tibay,positive
pagsasanay,positive
saring parti nadipisilan pagsasanay,neutral
arug ipinaguurgulyo koy,positive
basket tamang,neutral
bilib,positive
nasimbagan pagsasanay,positive
tsekan correction,neutral
namatian matapos maisiyan result pagpupursige pagsasanay,neutral
pagpadisun,neutral
ikabit,neutral
madali matapos aralin,positive
itsek correction,neutral
bituun mareresibe baydun,neutral
nagibu diri nagibu diri nagibu diri nagibo,neutral
direksyon tamang,neutral
tamang,neutral
wakas nakaabut aralin,neutral
namumuya mgapagsasanay,positive
tibay,positive
pagsasanay pagsasanay pagsasanay,neutral
pangwakas pagsubok nigu itlog abokado nipa,neutral
pangwakas pagsubok,neutral
grupo buong diwa,neutral
indent pagposisyon paluog,neutral
bantas simbolo tuldok tandang pananong padamdam,neutral
bitnga suratang pamagat,neutral
dakulong importanteng pamagat,neutral
magbutang margin wala tuo,neutral
mas malakwat margin wala tuo,neutral
butangan tamang bantas,neutral
indent iluog,neutral
dakulong,neutral
anapon sala pagkakasurat mausay,neutral
kanakong mamuya kanamong,neutral
naka istar sadit malinig istaran pirmi nagbabantay kanamo pirmi kangayamon kanakong ngod bunso,positive
magsurat alukot paborito,neutral
isiyon star nakuko,neutral
naibutang nauudang bantas dakulong nagindent,neutral
naibutang bantas dakulong nagindent,neutral
diri naibutang nauudang bantas dakulong diri nagindent,negative
naka istar sadit malinig istaran,positive
pirmi nagbabantay kanamo,positive
pirmi kangayamon kanakong ngod bunso,positive
depende,neutral
diyos maray ramrag,positive
eksayted matuturan,positive
piginawan,neutral
saknong,neutral
saknong palinya,neutral
kadaklan naggagamit magkatugma magkaparyo uriyan ryhme,neutral
learners packet inaasan matuturan writes poems riddles chants and raps,neutral
maray makusog awak bibo bibo alisto alisto makusog guwapito bayda bayda,neutral
maray awak,positive
prutas gatas karne itlog kanon tinapay,neutral
inihahanda iniinom kinakaon masusustansiyang tunay,positive
awak pirmi minamantinir kalinigan,positive
mapuputing ngipon minamantinir ehersisyo paingalo ginigibo,neutral
tunay kanakong kamuyan east tulang binasa sumusunod,positive
mapagpayabang,positive
kinakaon bibo,neutral
unong klaseng pagkaon kinakaon,neutral
ginigibo bibo awak malusog,neutral
bibo aarugon,neutral
wow malang ray,positive
tiyaga pagbasa naintindiyan,positive
tulang binasa,neutral
isip,neutral
saknong binasa saknong palinya,neutral
saritaon magkatugma magkaparyo uriyan rhyme arug tamang,neutral
halimbawa sumusunod,neutral
pumili limang magkatugma,neutral
answer,neutral
pasko franlie ombao ramos,neutral
uda pagulat bakasyon pasko siguro paryo,neutral
abot pamibi,neutral
siguro dupa ngirit naguuran regalo,neutral
dakol handa lamesa paborito,neutral
diri pagpalampason simbang gabi,neutral
maray bareta dara padi irunggon isabuway pirmi sigurado bendisyon arani,neutral
pagaragatikot natuturan paggibo purbaran maggibo,neutral
magpraktis ikang maggibo paborito masustansiyang pagkaon,neutral
butangan titulo,neutral
sumusunod giya,neutral
pilion nauudang luog kawon,neutral
answer,neutral
matamis masiram mamuya pirmi masustansiya,neutral
paborito masustansyang pagkaon,neutral
ikarwang mailalarawan paborito pagkaon,neutral
ikatlong gustong kaunon,neutral
upat gustong kaunon,neutral
ikalimang namamatian kinakaon paborito pagkaon,neutral
paborito pagkaon tunay,neutral
kaunun nagkakaon matamis,neutral
magsurat,neutral
purbaran maggibo kabarkada,neutral
sumunod giya,neutral
answer,neutral
pinakagusto barkada,neutral
ikarwang mailalarawan pinakagusto kabarkada,neutral
ikatlong pirmi ninyong ginigibo,neutral
ikaupat nagiiyan,neutral
ikalimang namamatian kaiba kabarkada,neutral
gibuwan stanza,neutral
mamuya uring,neutral
uring gigibuwon magdrowing paborito,neutral
baydon maisiyan tama,neutral
pagtatapos sumusunod tandan,neutral
kumpletuwon nauudang mabilog kaisipan naturan,neutral
saknong,neutral
kadaklan naggagamit magkaparyo uriyan,neutral
uriyan,neutral
iladawan,neutral
dolores ll,neutral
laynesa de baoy,neutral
nagtatao pangangaipo,neutral
kapagalan nauoda pagnabayad,neutral
apple,neutral
talinga itao kanaku parumrum isapuso,neutral
magtinabangan magkabinutan buway magaan,neutral
pinagbibisaranan,neutral
baoy nauoda kapagalan,neutral
ari isapuso,neutral
magtinabangan,neutral
parirala,neutral
buot sabiyon baoy,neutral
baoy pariralang idiomatic expressions,neutral
naglalayog oras malang dali oras naglalayog oras kadaklan gibo,neutral
itutok bantayan maray itutok kumuko,neutral
lubot bulsa uda sintabo lubot bulsa kababakal joy mall,negative
butot balat maniwang diri magkakaon tina butot balat,negative
maputi langkag pagulat,negative
maputi kauulat lumabos lunadan,negative
tamang kahulugan idiomatic expression,neutral
nakabayad upos uma butot balat,neutral
salamat nabuksan ara,neutral
akuon,neutral
hannah nagisturya alsa bangko diri nagpaparaog,negative
carmen dimakapusa pinggan magiwagiwag,neutral
maray pagkakapot pinggan,positive
malang bini kamuraway,positive
masibot pirmi,neutral
matamis rira mila,positive
arualdow kadakol naipapabakal paninda,positive
matibay magkumbinsir,positive
maliksing magsarita,neutral
asukar rira,neutral
anapon kolum b tamang kahulugan idiomatic expression kolum,neutral
tamang,neutral
makusa payo,neutral
bantay paraikit,negative
ruruggan bato,neutral
diri tattaong sabiyan tutlangan,negative
bukong maray pagkatawo,negative
basa,neutral
nagpipirot maginnawa,positive
nagsusulu kiray,positive
makusog buot magadal,positive
kupyawon kuritan idiomatic expression,neutral
naglalayog isip marta maintindiyan itinututturo,neutral
naggaan carlo sige panuntok kangayamon,neutral
itaga bato magigin maray ikang doktor pagabot,neutral
magaan buot daisy mabuot madali kabisaranon,neutral
pirmingnaglalayog isip marta maintindiyan itinututuro,neutral
naggaan carlo sige panuntok,neutral
puto test,neutral
itaga bato magiging maray ikang doctor,neutral
magaan buot daisy mabuot madali kabisaranon,neutral
idiomatic expressions parirala kahulugan diri makukuku kahulugan kindi bagong kahulugan,neutral
tagagabay kapakipakinabang,neutral
siguruwun makapagtau oryentasyon miyembro gagamitun ingatan,neutral
ipaisi kaipuwan magkaagku answer paunang pagsubok pagsasanay panapos pagsubok,neutral
iparumrum ibalik tulus maestro maestro kaukulang tunguhin,neutral
kaipuwan sunudun,neutral
magayat tabang kinakaipuwan,neutral
kayangkaya,positive
sigurado makatutuud mamumuya,positive
ingatan,neutral
diri pagsuratan likayan magasi marapak,neutral
gumamit answer aktibiti,neutral
sige,neutral
maray alduw,positive
maturan bagong,positive
aralin matuturan nagsasarita,neutral
speaker narrator nagsasarita,neutral
bisikleta lulunadan gulong pinipedalan magandar,neutral
grupo binibilug ate kuya bunso lolo,neutral
mon kanatung aralin isiyun,neutral
pagmasdan,neutral
tamang,neutral
ginigibu,neutral
paguna nagiisturya,neutral
ginigibu,neutral
binabasa,neutral
intindiwun tabang,neutral
tamang,neutral
mamuya kanamong kuya ate lolo bunso magkaiiba,neutral
maisiyan nagsasarita tulang narurungug,neutral
magirungug maray nagbabasa,neutral
intindiyun tulang binabasa,neutral
tawan pokus tauhan,neutral
speaker narrator nagsasarita nangyayari kabilugan istoryang binasa,neutral
pwedeng karakter,neutral
purbaran nakatuud,neutral
intindiwun,neutral
tamang kanimung,neutral
bisikleta pasalubong kuya gimo,neutral
bisikleta,neutral
matandus dumalagan bisikleta,neutral
diri linilikayan,neutral
diri naguban naraut adtu,negative
uda lugud gagamitun bisikleta eskuwelahan,negative
nagsasarita isturyang binasa magpili,neutral
sirum pinasilan pagsasanay opo diri nadipisilan intindiyun maray masimbagan tama,neutral
aytem,neutral
tukuyin speaker narrator,neutral
tamang,neutral
kabayo kaiba barkada,neutral
baktin naguuran kamuya,neutral
palaka sapa sirung ninyu,neutral
sabado iniiba saudan,neutral
basket,neutral
magubatan,neutral
pagubanuban nay ibakal ngayamnan,neutral
miyawmiyaw upus maria alup,neutral
lukso lukso,neutral
bola tinawan isura,neutral
ayam kanun irarum lamisa,neutral
nasimbagan,neutral
speaker narrator,neutral
tamang,neutral
magayun alduw,positive
mangayamun,neutral
kulay asul taguan sinuludan tumbang preso,neutral
mamuyang mangayamun magsinuludan kaiba mabubuut barkada,positive
mangayamun dali,neutral
dalagan tandusan magsinuludan,neutral
handa pangwakas pagsubok,neutral
aytem,neutral
speaker narrator tamang kanimung,neutral
gustong pasko kadakul regalo,positive
ninong ninang diri malilingawan,neutral
magayun alduw isura mamuya,positive
maray ramrag,positive
mahilig magluto,positive
gustonggusto,positive
masiram masustansiya pampatalino,positive
gisung,neutral
kuya migsimba,neutral
magatindir misa bisitawun lolo,neutral
paguli apun kulug awak namamati,negative
giyapun uma nagtatanum nagaawan,neutral
parauma,neutral
idrowing karakter tauhan binasang,neutral
nagkundisyun magbabarkadang migo pina marigus sapa,neutral
pagabut sapa nagkaun muna,neutral
imbes iapun basurahan putos inulug,neutral
naririgus narungug boses,neutral
mararaut ugali diri kamu tattau magtau importansiya kapalibutan,neutral
kasabay kadtu lur itum,neutral
nakatakut magbabarkada,neutral
pagbalik sapa ibinutang basura tamang butangan,neutral
pangwakas pagsasanay,neutral
tagagabay kapakipakinabang,neutral
siguruwun makapagtau oryentasyon iskwila miyembro gagamitun ingatan,neutral
ipaisi kaipuwan magkaagku answer iskwila pagsasanay post test,neutral
iparumrum iskwila ibalik tulus maestro kaukulang tunguhin,neutral
kaipuwan sunudun,neutral
magayat tabang kinakiipuwan,neutral
kayangkaya,positive
sigurado makatutuud mamumuya,positive
likayan,neutral
diri pagsuratan likayan magasi mapuknitmaraut,neutral
gumamit answer,neutral
sige,neutral
maray alduw,positive
maray maray kamutangan,positive
magpuun,positive
pigbisaranan primerong kaipuwan araalduw,neutral
basic needs pinaka kaipuwan araalduw,neutral
primero,neutral
tamang,neutral
primerong kaipuwan,neutral
ari kaipuwan ikang dumuag,neutral
ari kaipuwan agnuwun,neutral
natuturog nagpapaingalo,neutral
kaunun arayu ilang,neutral
primerong kaipuwan pagkaun istaran bado,neutral
kaipuwan pagkaun ikang mabuway,neutral
nagpapabusug nagpapakusug,neutral
migkahilang masusustansiyang pagkaun kakaunun,neutral
kaipuwan istaran,neutral
sisirungan uuran bagyo,neutral
proteksyon maiinit,neutral
natuturug nagpapaingalo,neutral
nagiiba,neutral
kaipuwan bado migtau proteksyon awak init agnuw,neutral
butangan premirong kaipuwan x buku,neutral
p pagkaun i istaran b badu,neutral
premirong kaipuwan,neutral
kopyawun,neutral
tamang,neutral
ari primerong kaipuwan,neutral
unong badu isusupung maagnuw,neutral
maimpis badu,neutral
maibug badu,neutral
maabang badu,neutral
pagkaun kaunun,neutral
masiram pagkaun,positive
kadakul pagkaun,positive
masustansyang pagkaun,positive
nagpapaingalo,neutral
nagiibaiba,neutral
idrowing primerong kaipuwan dakulung bilog,neutral
drowing primerong kaipuwan,neutral
tagagabay kapaki pakinabang,neutral
siguruwun makapag tao oryentasyon es kwela miyembro gagamitun ingatan,neutral
ipaisi kaipuwan magkaagko answer pagsasanay post test,neutral
iparumrum ibalik tulus maystro maystra kaukulang tunguhin,neutral
ginibo,neutral
kaipuwan sunudun,neutral
ayat tabang kinakaipuwan,neutral
kayang,positive
sigurado makatutuud mamumuya,positive
ingatan,neutral
diri pagsuratan likayan magasi marapak,neutral
gumamit answer aktibiti,neutral
sige,neutral
maray alduw,positive
preparado pigadalan,positive
tamang pagbasa urbaran,positive
alduw piginawan tamang pagbasa puun wala patuu,neutral
isiyun nguna gustong bagong piginawan,neutral
arrow pawala patuu,neutral
magiwag seesaw paratanum tawung nagtatanum gugulayun paruy pananum,neutral
paratanum maning,neutral
abono pampataba pananum binubutangan abono tanum mataba,neutral
tamang pagbasa pagpil i tamang,neutral
nagpupuun nagbabasa,neutral
puun tuu wala tamang pagbasa,neutral
ikang magbasa,neutral
buklatun sunod,neutral
magpuun,neutral
pum undo pagbasa,neutral
ari pigsundan tama pagbasa,neutral
sundan,neutral
ngam in silngan mabasa,neutral
sundan puun wala patuo,neutral
tamang pagbasa,neutral
puun,neutral
puun bitnga,neutral
puun wala patuo puun,neutral
pre test,positive
isiyun tamang correction,neutral
saring lebel kaiba,neutral
uda tamang,negative
bato pam ilyang paratanum,neutral
mangitngit nagpapaiyan pinagtatanuman maning ilaw ig ataman dam ulag,positive
migpuun asikaso pananum katabang agum miling,neutral
kamuya upat nababayad kikintab talong maaabang antak mabubutang mayis dadakulung kamoteng kawuy,positive
nay kadakul ititinda udma mikoy solong,neutral
kadakul aalsawun,neutral
maray pambakal pagkaun bado abono tanum plite pagiskwela,positive
ate marta tabangan udma pagtinda mikoy,positive
migtabang matawan sintabu gurang marta,positive
marisa mara paraluto paguli migkaun,positive
arug gibu araalduw,neutral
mapagal mamuya nagtitinabangan,positive
nagpuun nagbasa,neutral
titulo binasa,neutral
magtau halimbawa kandang pananum,neutral
uugali pinapabayad,neutral
paratanum,neutral
pagbasa tamang pagbasa,neutral
rumrumun tamang pagbasa nagpupuun wala patuu,neutral
importanteng karanasan maiuugnay nabasang,neutral
makatatabang pagadal,neutral
markahan lebel pagkaintindi lubos naintindiyan,neutral
saritaun tamang pagbasa,neutral
talong antak kamotengkawuy mayis miling maning mikoy marta nasunod tamang pagbasa tsekan nasunod,neutral
puun wala patuo,neutral
puun,neutral
pakatapos kasunod,neutral
pagsasanay bayadun correction,neutral
tama pagsasanay,neutral
pwede pagsasanay aytem sala adalan utro magpadagus pagsasanay,neutral
tamang pagbasa,neutral
maurut maning,positive
dakul pananun,positive
nagtitinabangan kandang,positive
masustansiya,positive
damulag ataman,neutral
idruwing nasunod diri,neutral
puun wala patuo,neutral
puun,neutral
pakatapos l inya tibay,positive
pagsasanay,positive
saring nadipisilan,neutral
kasunod,neutral
matapos,neutral
arug ipinag uurgulyo,positive
baliktarun kasunod,neutral
tamang pagbasa,neutral
markahan rubric,neutral
kaipuwan banwaan malalauman disiplina unaun bantayan,neutral
edukasyon ataman,neutral
nasunod,positive
gaanong,neutral
kaipuwan,neutral
