cleaned_comment,Label
"mga kamot, pirming liniligan.",Positive
"kandang sadiri, napuprotektan",Positive
isay ko magiging maestra ka ireskwelan,Positive
"itay, migluog nako ka ireskwelan? unga ko igin.",Neutral
"kintana, kinding diri pa kita sigurado kin kuno a ireskwelan purmidyo ka covid19",Negative
"kaya sadi na nguna ika magadal baloy, sabi ku papa ku igin.",Positive
isay a magigin maestra ko? unga ko igin,Neutral
ako syempre saka si mama mo,Positive
simbag ko kagigin,Positive
uno itutturo ninyo kanaka? sabi ko igin,Neutral
dakol.,Neutral
"tutturuan ko ikang magbasa, magsurat saka magbilang.",Positive
migdrowing man kita. sabi ko kagigin.,Positive
uda man kita pisarra,Neutral
sari kita migsurat? sabi ku igin,Neutral
dakol amaduduag tang karton,Positive
"edi, miggibo kita",Positive
simbag ni papa niya,Positive
uda man kita tsok. uno ta isusurat? unga ko igin.,Neutral
uda kan problema.,Neutral
dakol pa a saray tang uring.,Neutral
amo adto gigibuwon tang tsok. sabi ku kagigin.,Positive
uno gagamiton tang pangkolor? unga ko igin.,Neutral
agko man lumang pangkolor si many mo.,Neutral
pwede mo adtong gamiton.,Positive
simbag ku papa niya.,Positive
gusto ko man maging kag-igin na tulos. sabi ko igin.,Positive
uno? tauno man ta gusto mo na tulos maging kagigin? unga ko papa niya.,Neutral
gusto ko kayang maging maestro!,Positive
"a mga kagigin palan ""maestro man. sabi ko igin.",Positive
"hahaha! ika talaga bunso, pigpapatawa mo si papa, nakangising sabi ko kagigin.",Positive
inuunga ku igin kin si isay a magiging paratutturo noya sa iriskwelan.,Neutral
a simbag ni papa niya a nagsimbag sa unga na adto.,Positive
nangalas su igin sa simbag!,Positive
uno raw sinabi ku papa?,Neutral
isay pinakamakusog a buot?,Neutral
"sa usad na kadlagan, bibilangon ta su mga ayop na umiinom sadto sapa para maginom tubig.",Neutral
uno kayang mingyari kung agko leon na umabot para maginom man ku tubig sadto sapa?,Neutral
agko usad na elepante na paiyan sadto sapa nganing miginom kin tubig,Neutral
agko darwang giraffe na miginom man kin tubig sadto sapa,Neutral
agko tulong damulag saka upat na gamgam,Neutral
ngamin sinda paiyan man sadto sapa nganing miginom kin tubig,Neutral
agko limang impala saka unom na baboy-ramo na paiyan man sadto sapa nganing maginom kin tubig,Neutral
agko pitong palaka saka walong isura na naglalangoy na sadto sapa,Neutral
agko siyam na zebra na miginom man kin tubig sadto sapa,Neutral
agko usad na leon a nagabot para maginom kin tubig sadto sapa,Neutral
isay raw su pinakamakusog a buot na magpadagos nganing maginom kin tubig?,Neutral
istorya kin tulong kinaban,Positive
"ineenganyo ku kagsurat, ilustrador saka canvas ana pag hiras kading libro saka pagkasurat sa lokal na bibisaranon, alagad pinakikiusip na diri pagbaguwon ana mga ladawan.",Positive
mabalos.,Positive
"usad na aldow sa kakawuyan, nagpuon ng magkusog su kalayo",Negative
napiritan nang gumalin su ngamin na ayop,Negative
agko usad na hummingbird na nagpawatak.,Positive
"naglayog paiyan sa salog, tinnuka kin gatikat na tubig, naglayog pabalik, saka isinigbo sadto kalayo.",Positive
"pabalik-balik, su hummingbird naglalayog paiyan sa salog, nagsasaldok sa usad na tubod kin tubig saka isisigbo sadto kalayo",Positive
diri makatubod su mga ayop na nagsisilong arayo sa pangpang,Negative
pinag-ngisyan saka pinagkantyawan su hummingbird,Negative
uno sa silong mo a ginigibo mo? unga ko mga ayop,Neutral
"uda pag-alangan, kalmadong sinnimbag so hummingbird, ginigibo kun uno a kaya ko",Positive
paraapon sa bituon,Positive
"usad na aldow, agko nagagiaging lalaki sa gilid kin kadagatan",Neutral
nakabayad syang ribo kan starfish na naianod sa pangpang,Positive
"ku nakasilong siya sa gilid ka dagat, agko siya nabayad na nag-iiwag na bagana nagbabayli.",Positive
"ku arani na siya, nabayad niyang babayi palan adtu, saka diri siya nagbabayli.",Positive
"kinding, nagirarum pa siya, namumurot starfish saka minamaanan sindang ibinabalik paiyan dagat.",Positive
"binauy siya, maray na ramrag! unong ginigibo mo?",Neutral
"napundo su igin na babayi, nanilong-silong saka nagsimbag,",Neutral
binabalik ding starfish paiyan dagat marig diri sinda matigbak.,Neutral
"diri ika mag-para-isip , sabi kan lalaki.",Neutral
lakadakol siton starfish.,Positive
uda man migbago.,Negative
nagirungog sana su igin na babayi.,Negative
"tapos nagungko siya, nagpurot nanggad sa starfish, saka inapon sadtu dagat pag-agi ku dakulong alon,",Negative
"sinilngan nanggad niya su lalaki, nagngirit, saka sinabing, nya, agko baga nabago !",Positive
a hari anggan a mga maharlikhang kawoy,Positive
"usad na gab-e, agko matakot na pangiturogan su hade.",Neutral
"napangituroganan niya na habang nakalunad siya sa kabayo paiyan sa mauswag na kabukidan, nagsabi ah angin sa katimogan na: magmaan sa nangag uulogan na kawoy! magmaan sa nag uulogan na kawoy!",Negative
"dawa luway anggan punok sanang innaangin, nakatakot pananggad su hade.",Negative
kaya pinabirik niya ah kabayo sabay luwas sadto katatanuman.,Neutral
"sunod na aldow, nagmanda su hade na putolon ngamin na kawoy sa pagrurugaring niya.",Negative
"diri ta gugustohun na maulogan sa kawoy a mga igin ta, sabi niya.",Negative
"aalinun ta a kakakawuyan, ",Negative
tapos migtanom na sana sa mga gulay.,Positive
nag-uyon man a mga tawo sa pagboot ku hade.,Positive
makakapili sira sa magayon na klase na kawoy na magagamit ninda pantugrok sa baloy anggan makagibo sa mga kagamitan habang a iba man ipapabakal.,Positive
namuya saka ginnaan su buot ku hade ku naputol su ngamin na kawoy.,Positive
pero diri namuya a mga tawo.,Negative
nagsisirbing istaran sa bayong anggan nagtatao ah kawoy sa trabaho sa mga paragibo sa baluy anggan paraputol,Positive
"kaya naudaan sinda sa trabaho, pati mga bayong.",Negative
"alagad ku uda na mga kawoy, naging malain na ah panawon.",Negative
natigbak na su mga pananom na gulay.,Negative
uda na maginibo ah mga tawo kundi silngan a kandang natad na agko nagkakayat na mga putol na masitas.,Negative
napurisaw su hade.,Negative
nagiyan siya utro sa kabukidan para baydon ah naraot sa kapalibotan.,Negative
uda na mga kawoy kaya uda na migsangga ku makusog na angin.,Negative
kaya nagkararaot a mga tanom anggan masitas.,Negative
pinanluya su hade sa nabayad niya.,Negative
"abang naka ungko nagpapaingalo su hade sa likod ku kabayo,",Neutral
narungog niya utro a angin na nagsasabing: magmaan sa naguulogan na kawoy! magmaan sa naguulogan na kawoy!,Negative
"mga istorya kin mga ayop, kapalibutan, saka kun pauno ta minamaanan a kanatong kinaba",Neutral
manay! manay! tauno ta laka asul ka langit?,Neutral
agko lalaking igin na kadakol unga sa kanyang ngod na babayi. ,Neutral
isi niyang masisimbagan ni manay a mga unga niya.,Positive
kasa pirmi ading nagbabasa sa libro.,Positive
nag ngangalas so lalaking igin kung tauno kulay asul a langit.,Neutral
tauno kaya kolor asul a langit?,Neutral
"manay,manay, nag ngangalas ako. ",Neutral
"uno iniisip mo nonoy, uno iniisip mo?",Neutral
"nag ngangalas ako, nag ngangalas ako,tauno ta laka asul ka langit? ",Neutral
"uno sa silong mo, nonoy? uno sa silong mo?",Neutral
"sa silong ko, sa silong ko....",Neutral
sa silong ko,Neutral
baka amo yan su langit.,Neutral
amo yan su magkabaligtaran na dagat na agko barkon sa panganuron na naglutowlutow.,Neutral
na uyan dakulong silag na supot.,Neutral
nakaunat sa magkabaligtaran na dagat para diri maulog.,Neutral
alagad minsan a supot nagagasi man sa gatikot.,Negative
sadi o sadto arug ka supot saka man nag uuran.,Neutral
sa silong ko kaya asul a dagat.,Neutral
ta ini dagat kaya asul a dagat. ,Neutral
"matibay ako, manay ngani?",Positive
"ay amo talaga nonoy, amo talaga",Positive
baad amo mananggad alagad so mga nabasa kong libro.,Neutral
buko uyan sabi nira.,Neutral
uno palan a sabi nira manay?,Neutral
uno palan kuno?,Neutral
"uno sa silong mo, nonoy? uno sa silong mo?",Neutral
"sa silong ko, sa silong ko.",Neutral
"sabihon mo kanako nonoy, uno sa silong mo?",Neutral
sa silong ko agko usad na babaying gurang na nakaistar san langit.,Neutral
na naglalaba ko dakulong gumit kada gab-e.,Neutral
tapos binubulad niya sa irarom ka aldow kada ramrag marig mamara.,Positive
nagmamaan a gurang na babayi pinapagubatan a binulad niya gamit a batong panganuron.,Neutral
marig a makusog na angin diri adi ipadpad.,Neutral
"sa silong ko, kaya asul a kolor ka langit ta a gurang na babayi sa langit binubulad niya so dakulong gumit sa irarom ka aldow para mamara.",Positive
"matibay ako, manay ngani?",Positive
"ay amo talaga nonoy, amo talaga",Neutral
baad amo mananggad alagad so mga nabasa kong mga libro buko uyan a sabi ninda.,Neutral
uno palan sabi ninda manay? uno palan kuno?,Neutral
"uno sa silong mo, nonoy? uno sa silong mo?",Neutral
"sa silong ko, baka kadtong panahon ko kapistahan ko mga kolor.",Positive
naudaan so mga bakalan ko ngamin na kulay pwera sa asul.,Negative
" kaya sa silong ko, ko aldow na adto agko dakulong panganuron na asul anggang nakaabot adto sa ka itaas taasan .",Positive
abot sa langit.,Positive
alagad so babaying gurang na nakaistar san taas.,Neutral
ginugusgus niya a langit araaldow.,Positive
gamit a panganuron na gapas marig maalin a ligta.,Positive
sa iling ko amo yan rason kung tauno asul a langit.,Positive
uli ta ko ligtang dipisil maalin.,Negative
na nakapakapay ko babaying gurang.,Neutral
"matibay ako, manay ngani? ",Positive
"ay amo talaga nonoy, amo talaga.",Neutral
baad amo mananggad alagad so mga nabasa kong libro buko uyan a sabi ninda.,Neutral
uno palan sabi ninda manay?,Neutral
"uno palan kuno? uno sa silong mo, nonoy? uno sa silong mo?",Neutral
sabi ninda agko maibog na isapoy sa angin na nakapalibot ka kanatong asul saka berdeng kinaban.,Positive
" saka tinayian so isapoy sa milyon na matutubis na bagay, a alok molecules.",Neutral
a sabi ninda atmosphere a alok sa angin na isapoy.,Neutral
"alagad tauno asul a kolor ka langit,manay? tauno asul kolor ka langit? ",Neutral
"maging mapagpasensya,nonoy maging mapagpasensya ka nguwan.",Positive
a sabi ninda a bulawan na silaw galin sa aldow buko man talagang bulawan alagad puti!,Neutral
usad na balangaw puti a kolor!,Positive
so lila-asul-berde-dilaw-orange-pula saka puti,Neutral
"sabi ninda, silaw adto galin sa balangaw na magrani kanato",Neutral
sa paagi ka atmosphere,Neutral
"alagad asul a langit,manay, bukong lila o dilaw o berde",Neutral
"mag-irungog,nonoy, maiiling mo ya boot kong sabihon buko sirang pareyo",Positive
"pinalabos nindang maka-agi a pula,dilaw,orange na silaw pati berde man alagad buko so asul!",Negative
" uno ginigibo ninda ka asul, manay?",Neutral
"sabihon mo kanako, manay? uno ginigibo ninda?",Neutral
"hmm, ko a aldow tinama sadi.",Neutral
inuuntol ko milyong milyong molecules a ngamin na asul na silaw.,Neutral
"a asul, asul na silaw.",Neutral
paiyan sa kandang pinag galinan,Neutral
"alagad makakairak a asul na silaw nagpurusaan, nagwararakan palibot, palibot sa langit.",Negative
alagad ini naging kulay asul.,Neutral
"matood man raw adto,manay? matood man raw adto? ",Neutral
"diri ko masabi, nonoy, diri ko masabi.",Negative
alagad so ngamin na nabasa kong libro amo yan sinabi ninda.,Neutral
diskrubihun ta!,Positive
tauno kolor asul a langit?,Neutral
galin sa aldow a ngamin na kolor ka balangaw,Neutral
"pula,orange,dilaw,berde,asul,indigo saka lila. ",Neutral
a gas molecules sa atmosphere nakikiusad muna sa aldow bago adi makaabot sa kanatong mga mata.,Neutral
a kada kolor ka solo agko magkairibang wavelenght ka electromagnetic radiation.,Neutral
a magkaibang wavelenght buko sanang migresulta sa magkairibang kolor alagad ta sinda magkairiba base sa iwag.,Neutral
purbaran ta ading eksperimento!,Positive
tauno raw a langit kolor orange saka pula pag gabe saka pag mangitngit?,Neutral
purbaran ta ading aktibiti para madiskubre.,Positive
"kaipuhan mo malinaw na basong puno sa tubig, gatikot na gatas, posporo",Neutral
uno a gigibohon,Neutral
suluan a posporo sa baso na agko tubig.,Neutral
naiiling mo a solo san tubig?,Neutral
Ilingang maray.,Positive
magbutang sa gatikot na turo ka gatas sa tubig saka suluan a posporo san baso.,Neutral
sa oras na adi maiiling mo na mas naiiling na a solo.,Neutral
"butangan pa sa gatikat na turo kin gatas. nguwan, maiiling mo na a solo sa baso kolor asul.",Neutral
tauno adi nangyari?,Neutral
"ko nagbutang ko mga primerong turo sa gatas saka tubig, a bilang ka mga molecules nagrurugang.",Neutral
a taba saka protina ka mga gatas winarak a solo marig mailing ta.,Neutral
" ko nagrurugang kang mga molecules sa paagi ka pag rugang ka gatas, mas nagwawarak so solo, lalo na a kolor asul na agko a lukot na wavelenght.",Neutral
misteryu ku itlog,Neutral
malakaparamasid ni kakay sa mga bagaybagay. dawa pitong taon pa,Positive
"sana iya, iniidolo kaya niya si sherlock holmes. kaya pagaarugon niya",Positive
"adi. sige a libotlibot niya sadto pagabayan nira, bitbit su magnifying",Neutral
glass ku ngod niyang babayi saka usad na notebook. sadi niya,Neutral
isinusurat a mga nababayad saka naoobserbaran niya.,Neutral
"arog alimbawa kadi setyembre 6, lunes",Neutral
agko ko nabayad na sadit na itlog sadi dawon ka masitas ni inay,Neutral
itlog raw adi sa uno?,Neutral
"setyembre 8, miyerkules diri ko pa nanggad isi kin itlog sa unong ayop o insekto a isadi dawon",Neutral
"setyembre 10, biyernes naimsa na su itlog",Neutral
nagluwas sadto su sadit naulod,Neutral
"setyembre 12, domingo lang daling nagdakulo ku ulod",Neutral
maray na kaya ading magkaon,Positive
kinakaon niya su dawon na nauuptan niya,Neutral
"setyembre 18, sabado mas lalong nagdakulo pa su ulod, nagparaburubalyo na iya sadto ibang ibang dawon saka nagparakaon",Neutral
setyembre 20 lunes nauda na su ulod sadto mga dawon pero sadto,Neutral
"araning sanga agko ko nabayad na nagkakalay, napuputos sa berdeng",Neutral
dawon.,Neutral
setyembre 25  sabado uda man nagbago sadto nakakalay na kulor berde,Neutral
amo man nanggad su itsura saka su kulor,Neutral
setyembre 30  huwebes uda pa nanggad nagbabago sadto nakabitay na kulor berde,Neutral
uno raw a nasa luog kadto?,Neutral
oktubre 5  martes nalalangkag na ako sa pagulat sadto nakakalay na kulor berde,Positive
uno raw kaya kadto butang?,Neutral
"oktubre 8  biyernes ah! isi ko na, alibangbang palan a nasa luog",Neutral
"kadtong berdeng nakalaylay. nagpuon sa itlog, naging ulod, pangala",Neutral
pirang aldow su ulod nagin alibangbang na.ngalas na sabi ni kakay.,Positive
oktubre 11 lunes agko naman ako napurot na sadit na bagana bato,Neutral
"malang kintab na kulor yellow. ku ibinutang ko sa palad ko, linnayog",Neutral
"man adi na bagana man alibangbang man, sana.",Neutral
nagpabakal sa isura si mamay,Neutral
nagpapabakal sa 1 na isura si mamay,Neutral
nagpabakal si mamay sa isura sa saudan,Neutral
pira ngamin na isura niya naipabakal? mayna ta magbilang kita,Neutral
ngayamon ninda muna saka milan,Neutral
anuradha,Neutral
nakapauli na galin sa zoo sindi muna ag milan,Neutral
kabalang na ako nguwan,Neutral
baoo man ako,Neutral
usad na akong elepante,Neutral
pabo na ko nguwan,Neutral
rhino man ako,Neutral
usad na akong kuneho,Neutral
tigre man ako,Neutral
kaipuwan ko ng maturog,Neutral
punduwon mo na a sulo inay,Neutral
binuksan ni muna su mata niya,Neutral
usad na akong kuwaw,Neutral
nakapauli na sindi muna saka milan galin sa zoo. namuya sinda ag,Positive
nagaraambog na mga ayop na nabayad ninda. uno kayang mga ayop su nabayad ninda?,Positive
"ku unang panawon, gatingay pa sana a nakaistar sa sumagang. ",Neutral
uda kaya ibang pagkukuan sa tubig a mga tawo kindi tubig sana sa uran.,Neutral
usad sa mga nagkapirang nakaistar sa sumagang a tribo ka cimarron.,Neutral
si apo iraya anamamayo sa tribo.,Neutral
agko iya usad na igin na lalaki na a ngaran iraga.,Neutral
pagtanom anggan pagrakop ka mga layas na ayop a kandang,Neutral
"ikinabubuway. kaya, pirming sadto bukid a mga lalaking cimarron",Neutral
tanganing magbantay ka mga pananom saka mangbitik sa upon. si,Neutral
lraga a pinakamaurot na paratanom sa interong tribo. lya a agko,Positive
"pinakamaiwas na tanuman sa batag, kamote saka kamoteng kawoy.",Positive
"kaya, biyong pagaagawan a mga ginusi niya pag iya innuuli.",Positive
"biglang innabot su alawig na taginit. di basang innuuran. kaya,",Negative
pinnuon nang maggaralinan su ibang tawo sa sumagang. amo sana,Negative
natagak su mga cimarron. nagtutubod sira na tatabangan sira ni,Neutral
"gugurang diyos. kaya, uroaldow sirang nagaapag saka nagaatang ki",Positive
"gugurang tanganing maguran. alagad, uno man raw adto ta lalo man",Negative
na inninit sa biyo su panawon!,Negative
"diri na miguban mga ngod, migtios saka migalop kita sadi.",Negative
"kaipwanan ta nang makiusip ki gugurang, mamundong sabi ni apo",Neutral
"lraya. kaipwanan na nirang magayat sa tabang. alagad, makakausip",Neutral
sana si gugurang kin iya tuyuwon sadto pinakataas na parte ka bukid.,Neutral
"usad na aldow, isinubol ni apo iraya su ngamin na lalaking cimarron na",Neutral
tumukad sadto pinakaitaas ka bukid asog.,Neutral
"migiba po tabi ako kanda. buot ko pong makatabang, pakiusip ni",Positive
lraga. abo kintanang tugutan ni apo iraya na paibanon a kauusad,Neutral
"niyang igin. alagad, para sa ikararay ka ngamin niyang",Positive
"katribo, pinaiba niya si lraga.",Neutral
ku aldow man sanang adto tinnukad sira sadto iraga.,Neutral
suwaysuway nirang sinusog su mga raran pabukid.,Neutral
nagalnas na su agiyan saka kadakol nirang ampas na linabusan. sa,Negative
"grabeng pagkapaha, diri na kinayang makatukad ku ibang cimarron. su",Negative
"iba man, nalagalag sadto kadlagan.",Negative
si lraga sana a nakaantos sadto pinakataas ka asog. tinnangad tulos,Positive
"iya sadto langit. tabangan mo tabi kami, gugurang. tawan mo tabi",Positive
kami sa pigkuan sa tubig. buot tabi namong mabuway.,Positive
linniwanag su langit saka nagdaguldol. itatao ko a kamawotan ninyo,Positive
"alagad, dapat makapagtanom kamo sa palibot ka bukid saka",Neutral
"makapabuway kamo sa tanom. kin diri, migtuga a asog. kaya,",Neutral
kaipwanan ninyo tulos gumalin sa sumagang.,Neutral
sibot na binnaba si lraga pauli sadto kandang tribo. kinnuko sira sa,Neutral
mga pantanom galin sadto pagabayan na lugar ka sumagang.,Neutral
"tinamnan nira su palibot ku bukid alagad, nagkaluluyos man sa",Negative
sobrang init.,Negative
"nauudaan na sa paglaom su mga cimarron. kaya, naisipan na ni apo",Negative
lraya na bayaan a sumagang bago pa sira abutan sa pagtuga.,Neutral
abong bayaan ni iraga su sumagang. makusog a buot niya na makabubuway iya sa tanom.,Positive
kin amo yan isi mong ikararay ka ngamin... lparayo man lugod ika ni,Neutral
"gugurang sa katibaadan. isi mo man kin sari kami aanapon, tugon ni apo lraya.",Neutral
"padagos na nagparatanom si iraga. ku pinnupuon naman na maluyos,",Positive
ginamit na niyang pambubo su natutuda niyang inumon na tubig.,Neutral
anggan sa biglang nagdaguldol saka nagkitkilat. natawban sa maitom,Negative
na panganuron su asog. nagpuon naman magbulos su tubig galin sa,Negative
itaas ku bukid. sinabayan pa sa makusog na paguran. natubigan na,Negative
intero su sumagang. nakadulag man tulos si lraga bago pa iya abutan,Positive
ku baha. mamuya man iyang sinabat ni apo iraya saka iba niyang ka,Positive
tribo.,Positive
"pakaagi ku baha, nagburutwaan su mga bukal, busay, saka burabod sa",Positive
manlainlain na lugar ka sumagang. matatanaw man sa taas ka asog su,Neutral
darwang maiiwas na ranow. nakabalik su mga cimarron sa sumagang.,Positive
"nariparo nira na nagkabubuway su mga itinanom ni lraga. kaya, nag",Positive
"atang sira sa pasasalamat ki gugurang. puon kadto, nagin sagana sa",Positive
tubig a sumagang saka dakol na tawong buot sadtong magistar.,Positive
"pirang aldow nang sige uran, pero amo adto a unang beses na",Neutral
nagdagulgol sa malang kusog. nasindakan si lilly na nakaturog sa,Negative
pagparadrowing ku isiw ku pato nira.,Neutral
agko sira usad na gurangan na pato na nagitlog sa lima,Positive
kamuya ni lilly ta primero niyang magkaagko ataman,Positive
kinding nagpaparauran na,Neutral
diri nira narisa su paglangkaw ku tubig. naabot su istaran ku mag,Negative
inang pato. napangrod su kauusadusad na isiw anggan sa naalinan sa buway.,Negative
solo sanang igin si lilly. dati gusto niya na magbaba su mga higante sa,Positive
langit tanganing makingayamon kanya sadto uma na arani sa salog.,Positive
"kada maguran, naguulat iya na marungog a langit ta amo yan",Neutral
senyales na isan na su higante na nagsisinuludan sa taas.,Neutral
pinagpaparaulat ni lilly na agko magbaba sa langit.,Positive
"kin naiisip adi ni lilly, diri niya mapugulan na mapagulom. mas lalo pa",Negative
"iyang namuya ku nangingitlog na su pato. katama na sige uran, gusto",Positive
ka mga pato a lalanguyan. pero ku natigbak su kausadusad na isiw,Negative
"nabuway nagunouno iya ki langit, inabuan naman niya su mga higante.",Negative
kinirikisi nguna ni lilly su mga mata niya saka sinilngan nanggad su,Neutral
pinagdrowing niyang pato na nginaranan niya sa maggy. binayaan,Positive
nguna niya su drowing sadto katre tapos nagdiretso sa kusina.,Neutral
"mama, natigbak lugod si maggy kading di nagpupundong uran, sabi ni",Negative
"lilly. ata uusad. bai sana lilly, mingitlog man nanggad su pato ta, sabi",Positive
ni mama na naggigiris ku sibulyas.,Neutral
tauno ta diri napupundo si langit na magtangis? unga ni lilly.,Negative
"nalilipungow pa si langit, lilly, simbag ni mama. isi ni mama na",Neutral
namumundo si lilly ku natigbak nirang isiw na pato.,Negative
"abo akong magtangis arog ni langit. diri ako magtatangis, inging ni",Negative
lilly sa sadiri niya abang nakasilong iya sadto luwas ku purtan sa kusina.,Neutral
pinupugol niya a luwa niya na magbulos dawa nalilipungow na iya ki maggy.,Negative
bagana agko mga insekto na gusto nang lumuwas sa ruruggan,Negative
niya tanganing magiba sa uran pero abo niyang biliwan ta abo niyang arugon a gibo ni langit.,Negative
"klaaaaattt! duguduuuu, duuuumm! biglang nagtunog su langit. dali daling nagbalik si lilly sadto kwarto niya. ",Negative
nagsirang iya sadto luwas ku bintana kin agko natamaan na kawoy su kitkilat.,Negative
binnurikat su mga mata ni lilly ku nabayad niya biglang nabiliwan niya su papel na kapotkapot,Negative
"hello, lilly. sabi ku nakangirit na higante na agko tikmong ngipon. ",Positive
"uy, baka makatakot kanimo a igin,sabi man ku usad abang binabaton su alwag na sarwal.",Negative
diri makaiwag si lilly,Negative
"nakaamba sana iya sadto bintana na salaksalak su namamatian uban na namo ikang pinagoobserbaran, lilly, sabi ku matabang higante na agko mabuot na mga mata.",Positive
"gusto man namo kintanang makingayamon, ",Positive
pero diri kami makababa.,Negative
migsimbag na kintana si lilly pero agko sinabi su pinaka alangkaw na higante.,Neutral
"naunaan iya, tapos nagula arani sadto bintana kin isari si lilly. ",Neutral
"uda kaya kami maluwasan para makababa sadi raga ta isadto pa su itatangis ni langit, nasimbag ku pinakaalangkaw na higante su unga ni lilly sa isip.",Negative
nagbaba kami tanganing ibalik si maggy.,Positive
si maggy? diri na ninyo maibabalik si maggy! linumos iya ni langit.,Negative
dapat diri na sana kamo nagbaba! dapat rinakop ninyo si langit saka ikinulong!,Negative
abo kong magtangis arog ni langit. diri ako magtatangis.,Negative
pinugulan ni lilly a sadiri dawa nagkakatangis na iya. sisirran na,Negative
kintana niya su bintana ku binutbot ku matabang higante su isiw na,Neutral
pato sadto bulsa ku bado kadi.,Neutral
"kwak, kwak, kwak! bura ni maggy abang sadto iya palad ku matabang higante.",Positive
ma..maggy? linnilili si lilly. diri niya isi kin kaya pa niyang pugulon a itatangis niya.,Positive
luwayluway na isinuksok ku higante su kamot niya sadto bintana saka ibinutang su isiw na pato sadto katre,Positive
"lilly, taadi si maggy. diri kami nagbubutig. uno problema ta abo mo",Positive
iyang mabayad utro? sabi ku higanteng lang buot ku mata.,Positive
"abo akong magtangis arog ni langit. diri ako magtatangis, simbag ni lilly, sabay kirikisi ku mata.",Negative
isi mo kin tauno nagparatangis si langit? napagulom na sabi ku higanteng mataba.,Negative
"namumundo si langit ta malang init na sadi inyo,",Neutral
sabi ku alangkaw na higante.,Neutral
"kaya dawa abo niya na magtangis, ginibo niya para matabangan a",Negative
"kinaban, sabi ku usad man na higante.",Positive
nadamay lugod si maggy. abo pati ni langit na mamundo ikaw kaya,Negative
su pagparatangis niya nagkaagko kami aagyan para madara si maggy,Negative
"kanimo, sabi ku alangkaw na higante.",Positive
"uda man problema kun arugon mo si langit, lilly, sabi ku higante na",Neutral
agko pinakamabuot na mata. a luwa a mugbubo ka naluyos na kamuy,Positive
an sa puso ta.,Positive
"arog ni langit, pigbubo niya a mga naluluyos nang mga tanom sa",Neutral
"kinaban, sabi ku pinakahoben na higante.",Positive
"kaya, itangis mo naa namamati mo.",Negative
nasindakan anggan nangalas su mga higante ku nagruluwasan su mga,Negative
tubagos sadto ruruggan ni lilly. namumuya sirang naglayog paiyan ki,Positive
langit na nagpupuon naman na magliwanag. magaan na su pagmati ni,Positive
lilly pati man ni langit.,Positive
"si lilly, si langit saka su tulong higante",Neutral
"bula na tabi, makusog na sabi ni nanay sula.",Neutral
ipinundo niya su pagbusol ku nalulunadan kong ulaan.,Neutral
drayber iya ka ngayamon namo nguwan.,Neutral
"ku usad, nagin paratanom kami ni nanay sula. ",Positive
itinanom namo su mga siggid saka ilininya.,Positive
"tibaad magtubo tulos a mga nuyog ta, sabi ko",Positive
kanya. si nanay sula a payaba kong lola. mamuya a aldow ko kin kaiba,Positive
ko iya. paborito kong kangayamon si nanay sula.,Positive
minsan nagin paraisura kami ni nanay sula,Positive
bininwit namo su mga tsinelas sadto planggana,Neutral
"nakabinwit nako, nanay! sabi ko kanya",Positive
biglang inapon ni nanay sula su panbinwit niya. uda na talaga ako,Neutral
"pakinabang, nagtatangis na sabi niya. kinausip iya ni mama lita saka",Negative
pinabaydan sa mga ritrato nira.,Neutral
kamuya sa maray ni nanay sula kaya inalok ku iyang magtagutaguan,Positive
"pakagalin ni mama lita. tagutaguan maliwanag a bulan, kanta ku",Positive
"tanganing makatago si nanay sula. usad, darwa, tulo, tinapos ku su kanta.",Neutral
"pakausay ku mga hanger, nagrapo si lisa ki mama niya. inanap ko si",Neutral
"nanay sula. nagiyan ako sadto kwarto, sala, saka kusina. nalibot ko su",Neutral
baloy pero di ko naanap si nanay sula.,Negative
"ma, di ko naaanapan si nanay sula, nagtatangis akong nagsumbong ki mama lita.",Negative
diri namo naaanap si nanay sula kaya nagpatabang na sa mga tanod si mama lita.,Positive
bula.....bula....bula.... narungog kong pigiiyak.,Negative
"si nanay sula adto, sabi ko ki mama lita. sadto crossing bula",Neutral
nambabaoy sa lumulunad si nanay sula. dinnalagan ako tanganing,Negative
gakuson si nanay sula.,Positive
"salamat po, sabi namo ku mga tanod na nagtabang kanamo ni mama",Positive
lita. paguli namo sinabi ni mama lita na agko alzheimers disease si,Negative
nanay sula. ilang kuno adi sa mga naggugurang na arog ki nanay sula.,Negative
"neurons a nagdadara ka mensahe sa utak ta, ador. neurons mana",Neutral
rason kaya naiintindiyan ta a mga bagay sa palibot ta. sa mga tawong,Neutral
"arog ni nanay sula, nararaot saka natitigbak naa mga neurons,",Negative
paliwanag ni mama lita.,Neutral
"nagdadakol a mga espasyo sa utak nira kaya nagigin lilingawon, diri na",Negative
"nakakabisto o kaya uuyamon na sira, kin nakaluluwas, madidipisilan",Negative
"na sirang anapon agiyan pauli, paintindi pa ni mama lita.",Negative
kaya palan diri na ako babauyon ni nanay sula ka ngaran ko. kaya,Negative
palan bigla na sanang agtatangis saka mauudit si nanay sula. kaya,Negative
palan diri nakabalik si nanay sula ku magtagutaguan kami.,Negative
"kadakol palan nagbago ki nanay sula. kindi dawa dakol a nagbago,",Neutral
dakol pa nanggad a kayang gibuwon ni nanay sula. puon kadto naka,Positive
isip ako sa bagong ngayamon.,Positive
